ID_Transacao,Data_Processamento,Valor_Recebido
TRX-001586,2026-06-04,12496.18
TRX-001587,2026-05-23,8085.9
TRX-001588,2026-05-24,10705.38
TRX-001589,2026-06-07,5105.97
TRX-001590,2026-06-13,9199.85
TRX-001591,2026-06-15,10164.29
TRX-001592,2026-06-15,1732.27
TRX-001594,2026-05-21,4224.72
TRX-001595,2026-06-05,2805.26
TRX-001596,2026-05-24,1294.49
TRX-001597,2026-06-03,13976.7
TRX-001598,2026-05-22,2884.33
TRX-001599,2026-05-29,13055.77
TRX-001600,2026-06-06,13729.83
TRX-001602,2026-05-21,14720.7
TRX-001603,2026-06-03,4178.86
TRX-001604,2026-06-07,9814.19
TRX-001605,2026-06-04,6667.88
TRX-001606,2026-05-26,9775.53
TRX-001607,2026-05-25,2799.24
TRX-001608,2026-06-17,13876.24
TRX-001609,2026-06-06,1225.96
TRX-001611,2026-06-08,1628.23
TRX-001612,2026-05-22,14732.25
TRX-001613,2026-06-02,6794.67
TRX-001614,2026-06-04,8104.02
TRX-001615,2026-05-25,4539.0
TRX-001616,2026-06-16,3296.23
TRX-001617,2026-06-03,6257.4
TRX-001618,2026-06-06,8605.31
TRX-001619,2026-05-28,11739.23
TRX-001620,2026-06-14,11534.61
TRX-001621,2026-05-25,4580.75
TRX-001622,2026-05-25,2537.07
TRX-001623,2026-05-24,10987.27
TRX-001624,2026-05-30,9969.43
TRX-001626,2026-05-26,6355.74
TRX-001627,2026-06-13,3881.34
TRX-001628,2026-05-19,5814.77
TRX-001629,2026-06-14,4770.84
TRX-001630,2026-06-12,12960.23
TRX-001631,2026-06-02,3705.02
TRX-001632,2026-06-19,12023.93
TRX-001633,2026-05-23,1288.87
TRX-001634,2026-05-22,14361.11
TRX-001635,2026-06-15,1473.96
TRX-001636,2026-06-17,3624.85
TRX-001637,2026-06-04,6310.2
TRX-001638,2026-06-16,1572.76
TRX-001639,2026-06-01,11472.85
TRX-001640,2026-05-29,7707.41
TRX-001641,2026-06-09,12890.68
TRX-001642,2026-06-10,1369.13
TRX-001643,2026-06-02,9648.27
TRX-001644,2026-06-14,7135.6
TRX-001645,2026-06-11,8184.25
TRX-001648,2026-06-14,4484.05
TRX-001649,2026-05-21,1244.22
TRX-001650,2026-05-26,5317.0
TRX-001652,2026-05-28,12726.32
TRX-001653,2026-06-16,9605.29
TRX-001654,2026-05-22,10068.74
TRX-001655,2026-06-11,2624.48
TRX-001656,2026-06-07,600.38
TRX-001658,2026-06-15,3197.19
TRX-001659,2026-05-21,9008.13
TRX-001660,2026-06-02,7279.41
TRX-001661,2026-05-25,9321.51
TRX-001662,2026-05-22,2541.05
TRX-001663,2026-05-31,5088.11
TRX-001664,2026-06-04,14912.32
TRX-001665,2026-06-18,7146.07
TRX-001666,2026-05-30,14154.54
TRX-001667,2026-05-27,13267.14
TRX-001668,2026-06-17,5973.01
TRX-001669,2026-06-02,14730.42
TRX-001670,2026-06-08,2404.98
TRX-001671,2026-06-16,3535.49
TRX-001672,2026-06-02,12751.73
TRX-001673,2026-06-16,10735.9
TRX-001674,2026-05-30,14902.47
TRX-001675,2026-06-10,861.73
TRX-001676,2026-05-30,10640.72
TRX-001677,2026-06-01,11084.63
TRX-001678,2026-06-08,1944.88
TRX-001679,2026-05-31,2338.63
TRX-001680,2026-06-15,4266.55
TRX-001681,2026-06-08,5457.88
TRX-001682,2026-05-29,765.74
TRX-001683,2026-06-16,5918.79
TRX-001684,2026-05-25,6268.02
TRX-001685,2026-06-04,5050.85
TRX-001686,2026-05-29,8419.91
TRX-001687,2026-05-29,1507.8
TRX-001689,2026-05-22,10541.57
TRX-001690,2026-06-08,6255.67
TRX-001691,2026-06-13,8843.22
TRX-001692,2026-05-26,9944.17
TRX-001693,2026-06-09,7457.54
TRX-001694,2026-05-30,4367.85
TRX-001696,2026-06-14,13573.91
TRX-001697,2026-05-30,14694.81
TRX-001698,2026-06-12,4770.1
TRX-001699,2026-06-05,4284.73
TRX-001700,2026-05-27,5253.23
TRX-001701,2026-06-06,8698.91
TRX-001702,2026-06-02,10086.37
TRX-001703,2026-06-12,5730.1
TRX-001704,2026-06-05,13364.99
TRX-001705,2026-05-29,11002.04
TRX-001706,2026-06-11,14190.79
TRX-001707,2026-06-18,8933.15
TRX-001708,2026-06-06,4428.27
TRX-001709,2026-05-24,13765.96
TRX-001710,2026-06-10,1370.77
TRX-001711,2026-05-25,5689.37
TRX-001712,2026-06-14,4890.87
TRX-001713,2026-06-15,1346.57
TRX-001714,2026-06-04,1376.44
TRX-001715,2026-06-01,2775.5
TRX-001716,2026-05-31,1212.84
TRX-001717,2026-06-04,14549.03
TRX-001718,2026-06-15,1263.36
TRX-001719,2026-06-05,2197.78
TRX-001720,2026-05-28,5928.55
TRX-001721,2026-06-15,10559.64
TRX-001722,2026-06-03,2004.32
TRX-001723,2026-05-26,2424.25
TRX-001724,2026-05-22,6821.31
TRX-001725,2026-06-03,11007.95
TRX-001726,2026-05-30,6072.2
TRX-001727,2026-06-13,8226.69
TRX-001728,2026-05-24,14158.83
TRX-001729,2026-06-15,5421.13
TRX-001730,2026-05-30,1880.87
TRX-001731,2026-05-28,850.57
TRX-001732,2026-06-07,7902.34
TRX-001733,2026-05-31,6746.48
TRX-001734,2026-05-22,13015.38
TRX-001735,2026-06-03,12108.47
TRX-001736,2026-05-26,10945.29
TRX-001737,2026-06-06,2284.59
TRX-001738,2026-06-14,9735.81
TRX-001739,2026-05-27,14650.98
TRX-001740,2026-06-05,1047.26
TRX-001741,2026-05-25,10380.06
TRX-001742,2026-05-23,5530.8
TRX-001743,2026-06-08,7987.88
TRX-001744,2026-06-09,3527.14
TRX-001745,2026-05-29,2768.09
TRX-001746,2026-06-14,8979.13
TRX-001747,2026-06-04,10173.1
TRX-001748,2026-05-29,4347.36
TRX-001749,2026-06-02,3463.27
TRX-001750,2026-05-31,3975.95
TRX-001751,2026-06-16,11835.14
TRX-001752,2026-06-10,13613.15
TRX-001753,2026-05-27,3102.91
TRX-001754,2026-05-24,6623.27
TRX-001755,2026-06-16,12213.83
TRX-001756,2026-06-06,12318.28
TRX-001758,2026-06-17,6235.4
TRX-001759,2026-06-16,5749.97
TRX-001760,2026-06-13,3017.25
TRX-001761,2026-05-26,14014.41
TRX-001762,2026-05-24,11426.1
TRX-001763,2026-06-11,7813.91
TRX-001764,2026-06-09,4372.16
TRX-001765,2026-06-03,5585.42
TRX-001766,2026-05-27,7339.74
TRX-001767,2026-05-28,10838.84
TRX-001768,2026-05-31,9102.85
TRX-001769,2026-05-23,6014.11
TRX-001770,2026-05-22,8990.29
TRX-001771,2026-05-28,2697.59
TRX-001772,2026-05-23,3650.31
TRX-001773,2026-06-04,5934.87
TRX-001774,2026-06-04,953.51
TRX-001775,2026-06-17,7137.22
TRX-001776,2026-05-26,811.61
TRX-001777,2026-05-20,832.08
TRX-001778,2026-05-26,12796.3
TRX-001779,2026-06-04,8379.62
TRX-001780,2026-05-25,1511.26
TRX-001781,2026-06-10,5159.73
TRX-001782,2026-06-08,8278.2
TRX-001783,2026-05-27,9847.68
TRX-001784,2026-06-03,12957.77
TRX-001785,2026-05-22,1121.64
TRX-001786,2026-06-15,9554.29
TRX-001788,2026-06-06,5389.21
TRX-001789,2026-06-12,7717.95
TRX-001790,2026-06-10,14444.23
TRX-001791,2026-06-18,12717.09
TRX-001792,2026-05-28,13020.45
TRX-001793,2026-06-16,3986.46
TRX-001794,2026-05-31,7023.75
TRX-001795,2026-06-05,2045.25
TRX-001796,2026-06-04,7684.89
TRX-001797,2026-06-10,1786.43
TRX-001798,2026-05-21,13245.48
TRX-001799,2026-06-16,551.0
TRX-001800,2026-06-03,12397.41
TRX-001801,2026-06-02,4240.69
TRX-001802,2026-06-11,8336.97
TRX-001803,2026-06-08,7190.58
TRX-001804,2026-06-16,12268.46
TRX-001806,2026-06-14,13348.07
TRX-001807,2026-06-05,11234.55
TRX-001808,2026-05-23,5828.14
TRX-001809,2026-05-25,12768.5
TRX-001810,2026-06-07,11229.92
TRX-001811,2026-06-07,11023.19
TRX-001812,2026-05-30,784.91
TRX-001813,2026-06-04,14449.76
TRX-001814,2026-06-16,770.55
TRX-001815,2026-06-03,2281.5
TRX-001816,2026-05-22,3109.11
TRX-001817,2026-05-30,5710.94
TRX-001818,2026-06-12,6519.06
TRX-001819,2026-06-18,2763.63
TRX-001820,2026-06-05,838.42
TRX-001821,2026-06-13,960.02
TRX-001822,2026-06-14,5889.93
TRX-001823,2026-06-04,5933.33
TRX-001824,2026-05-22,4138.37
TRX-001825,2026-06-04,1529.35
TRX-001826,2026-06-17,6132.8
TRX-001827,2026-06-13,10189.85
TRX-001828,2026-06-04,898.82
TRX-001829,2026-05-25,8578.76
TRX-001830,2026-05-30,8759.26
TRX-001831,2026-06-13,6841.27
TRX-001832,2026-06-03,952.65
TRX-001833,2026-06-16,4999.17
TRX-001834,2026-05-26,13933.1
TRX-001835,2026-05-30,13800.62
TRX-001836,2026-05-28,12557.09
TRX-001837,2026-06-07,7309.4
TRX-001838,2026-06-04,12854.92
TRX-001839,2026-06-09,7355.34
TRX-001840,2026-06-14,10401.73
TRX-001841,2026-06-03,8291.67
TRX-001842,2026-06-13,14947.95
TRX-001843,2026-05-31,12889.71
TRX-001844,2026-06-08,3321.57
TRX-001845,2026-06-12,1366.32
TRX-001846,2026-06-15,2019.94
TRX-001847,2026-06-05,775.15
TRX-001848,2026-06-05,11516.27
TRX-001849,2026-06-11,10696.31
TRX-001850,2026-05-27,10507.35
TRX-001851,2026-06-09,1256.32
TRX-001852,2026-06-17,9096.84
TRX-001853,2026-06-16,8739.52
TRX-001854,2026-05-22,7184.51
TRX-001855,2026-05-23,12787.84
TRX-001856,2026-05-22,5441.76
TRX-001857,2026-05-26,5278.58
TRX-001858,2026-05-29,2553.33
TRX-001859,2026-06-06,2069.21
TRX-001860,2026-06-14,2454.04
TRX-001861,2026-06-11,4814.0
TRX-001862,2026-06-02,7098.79
TRX-001863,2026-06-04,10583.63
TRX-001864,2026-05-24,3173.57
TRX-001865,2026-06-02,4920.86
TRX-001866,2026-06-17,5753.38
TRX-001867,2026-05-20,7162.52
TRX-001868,2026-06-07,8244.46
TRX-001869,2026-06-06,894.67
TRX-001870,2026-05-26,10228.36
TRX-001871,2026-06-02,8495.3
TRX-001872,2026-05-25,2627.62
TRX-001873,2026-05-20,9437.22
TRX-001874,2026-06-15,917.99
TRX-001875,2026-06-13,7910.39
TRX-001876,2026-05-29,1429.81
TRX-001877,2026-05-24,7589.93
TRX-001878,2026-05-26,10076.24
TRX-001881,2026-05-28,10538.62
TRX-001882,2026-06-15,1606.7
TRX-001883,2026-06-16,13436.54
TRX-001884,2026-06-13,7079.7
TRX-001885,2026-06-06,729.99
TRX-001887,2026-06-08,4674.45
TRX-001888,2026-06-16,4333.52
TRX-001889,2026-05-30,526.05
TRX-001890,2026-06-14,14626.03
TRX-001891,2026-06-11,9877.56
TRX-001892,2026-06-09,9202.58
TRX-001893,2026-05-21,8565.98
TRX-001894,2026-06-14,1912.92
TRX-001895,2026-06-09,880.1
TRX-001896,2026-06-05,4123.5
TRX-001897,2026-05-29,10812.95
TRX-001898,2026-06-11,10556.48
TRX-001899,2026-06-18,11652.42
TRX-001900,2026-05-24,6808.48
TRX-001901,2026-06-13,13130.63
TRX-001902,2026-05-31,4172.45
TRX-001903,2026-06-07,5504.69
TRX-001904,2026-06-04,3112.13
TRX-001905,2026-05-28,1031.9
TRX-001906,2026-05-30,6505.13
TRX-001907,2026-06-01,5499.24
TRX-001908,2026-05-29,6911.57
TRX-001909,2026-06-06,3676.12
TRX-001910,2026-05-21,2810.33
TRX-001911,2026-05-19,1590.87
TRX-001912,2026-06-16,2934.56
TRX-001913,2026-05-24,4493.38
TRX-001914,2026-06-11,11749.27
TRX-001915,2026-06-13,8116.42
TRX-001916,2026-06-11,5463.6
TRX-001917,2026-06-15,12336.54
TRX-001918,2026-05-29,13270.79
TRX-001919,2026-05-23,14149.08
TRX-001920,2026-06-06,9175.89
TRX-001921,2026-05-24,572.18
TRX-001922,2026-06-13,3322.08
TRX-001924,2026-06-17,4379.08
TRX-001925,2026-06-10,12758.6
TRX-001926,2026-06-14,11206.61
TRX-001927,2026-06-08,11895.63
TRX-001928,2026-05-30,2609.86
TRX-001929,2026-05-24,3857.92
TRX-001930,2026-05-23,5865.98
TRX-001931,2026-06-04,9199.17
TRX-001932,2026-05-21,10022.23
TRX-001933,2026-06-14,10158.57
TRX-001934,2026-05-21,11929.8
TRX-001935,2026-05-30,11258.71
TRX-001936,2026-06-07,8863.6
TRX-001937,2026-05-24,11970.51
TRX-001938,2026-05-24,13777.06
TRX-001939,2026-05-25,3428.58
TRX-001940,2026-05-23,11917.94
TRX-001941,2026-06-07,4453.68
TRX-001942,2026-06-16,2496.95
TRX-001943,2026-06-05,10573.41
TRX-001944,2026-05-30,4638.06
TRX-001946,2026-06-11,11258.84
TRX-001947,2026-06-01,2816.91
TRX-001948,2026-06-17,13008.42
TRX-001949,2026-05-23,3206.56
TRX-001950,2026-06-07,2431.92
TRX-001951,2026-05-23,6473.57
TRX-001952,2026-06-14,13127.12
TRX-001953,2026-06-02,1123.01
TRX-001954,2026-05-23,9655.6
TRX-001955,2026-06-16,3251.71
TRX-001956,2026-06-10,8280.7
TRX-001957,2026-05-22,852.8
TRX-001958,2026-06-02,6987.57
TRX-001959,2026-05-21,3627.13
TRX-001961,2026-05-27,6776.94
TRX-001962,2026-06-15,9744.62
TRX-001963,2026-06-07,13461.1
TRX-001964,2026-06-03,6220.77
TRX-001965,2026-05-24,1875.01
TRX-001966,2026-06-14,1474.83
TRX-001967,2026-06-02,6033.36
TRX-001968,2026-06-07,9533.8
TRX-001969,2026-05-25,14843.9
TRX-001970,2026-05-21,1735.98
TRX-001971,2026-06-15,11276.86
TRX-001972,2026-05-21,9177.8
TRX-001973,2026-06-13,2487.35
TRX-001974,2026-06-14,1313.5
TRX-001975,2026-06-16,9848.95
TRX-001976,2026-05-19,10417.33
TRX-001977,2026-05-25,2539.54
TRX-001978,2026-06-06,13104.27
TRX-001979,2026-05-25,13826.2
TRX-001980,2026-05-31,13367.17
TRX-001981,2026-06-04,1953.76
TRX-001982,2026-05-25,593.31
TRX-001983,2026-06-10,6064.29
TRX-001984,2026-06-16,11327.6
TRX-001985,2026-05-19,8361.59
TRX-001986,2026-06-09,14559.48
TRX-001987,2026-06-11,9292.68
TRX-001988,2026-05-27,11289.36
TRX-001989,2026-06-08,4624.89
TRX-001990,2026-06-05,4886.32
TRX-001991,2026-05-26,9175.97
TRX-001992,2026-06-12,10770.34
TRX-001993,2026-05-27,4118.24
TRX-001994,2026-06-14,2236.79
TRX-001995,2026-06-12,5475.22
TRX-001996,2026-06-16,3669.59
TRX-001997,2026-06-10,6150.36
TRX-001998,2026-06-17,9956.07
TRX-001999,2026-06-17,12822.99
TRX-002000,2026-06-15,12131.65
TRX-002001,2026-06-15,3663.71
TRX-002002,2026-06-08,7671.69
TRX-002003,2026-05-22,12017.02
TRX-002004,2026-05-26,12013.91
TRX-002005,2026-05-21,12158.17
TRX-002006,2026-06-01,11348.28
TRX-002007,2026-05-23,8533.36
TRX-002008,2026-05-23,6975.3
TRX-002009,2026-06-07,6525.01
TRX-002010,2026-06-02,6220.73
TRX-002011,2026-05-27,8721.48
TRX-002012,2026-06-09,13962.93
TRX-002013,2026-06-08,7969.32
TRX-002014,2026-05-21,7314.46
TRX-002015,2026-05-29,4767.56
TRX-002016,2026-05-25,12016.41
TRX-002017,2026-06-16,731.51
TRX-002018,2026-05-26,8345.49
TRX-002019,2026-06-05,5036.04
TRX-002021,2026-06-16,10987.42
TRX-002022,2026-05-31,6204.3
TRX-002023,2026-06-06,1390.29
TRX-002024,2026-06-02,9505.94
TRX-002025,2026-06-15,11991.51
TRX-002026,2026-05-30,4606.19
TRX-002027,2026-05-25,11813.56
TRX-002028,2026-06-12,3423.86
TRX-002029,2026-06-06,4549.06
TRX-002030,2026-06-02,11047.08
TRX-002031,2026-06-17,4265.31
TRX-002032,2026-06-05,13342.84
TRX-002033,2026-05-29,13510.11
TRX-002034,2026-06-17,5557.06
TRX-002035,2026-06-12,9378.22
TRX-002036,2026-06-07,8302.27
TRX-002037,2026-06-06,9227.07
TRX-002038,2026-05-28,13627.13
TRX-002039,2026-06-10,8486.59
TRX-002040,2026-05-19,6179.99
TRX-002041,2026-06-12,4127.96
TRX-002042,2026-05-31,2043.43
TRX-002043,2026-06-03,1605.04
TRX-002044,2026-06-07,14536.78
TRX-002045,2026-05-23,13434.02
TRX-002046,2026-06-06,11036.6
TRX-002047,2026-05-24,8055.28
TRX-002048,2026-06-16,10060.86
TRX-002049,2026-05-20,6499.43
TRX-002050,2026-05-26,12021.93
TRX-002051,2026-05-21,12383.67
TRX-002052,2026-06-08,2097.76
TRX-002053,2026-06-12,1293.71
TRX-002054,2026-05-20,12996.56
TRX-002055,2026-05-27,10808.22
TRX-002056,2026-05-29,13986.98
TRX-002057,2026-05-22,12611.18
TRX-002058,2026-06-14,12362.72
TRX-002059,2026-05-24,7296.75
TRX-002060,2026-06-16,8888.85
TRX-002061,2026-06-03,12970.7
TRX-002063,2026-06-02,4176.92
TRX-002064,2026-05-27,13680.93
TRX-002065,2026-05-22,8523.72
TRX-002066,2026-06-05,9688.21
TRX-002067,2026-06-16,5099.15
TRX-002068,2026-06-17,11755.14
TRX-002069,2026-06-09,2036.74
TRX-002070,2026-06-05,13525.52
TRX-002071,2026-06-13,13359.35
TRX-002072,2026-05-23,12510.66
TRX-002073,2026-06-06,5492.16
TRX-002075,2026-05-20,3751.36
TRX-002076,2026-06-13,12015.19
TRX-002077,2026-05-20,6876.31
TRX-002078,2026-06-07,3449.97
TRX-002079,2026-05-29,14002.87
TRX-002080,2026-06-07,2885.34
TRX-002081,2026-06-05,4870.44
TRX-002082,2026-06-05,6504.24
TRX-002084,2026-06-03,6629.15
TRX-002085,2026-06-01,8398.57
TRX-002086,2026-06-10,10795.45
TRX-002088,2026-06-12,2315.81
TRX-002089,2026-06-02,2640.44
TRX-002090,2026-06-14,2095.24
TRX-002091,2026-05-26,4535.9
TRX-002092,2026-06-15,13880.86
TRX-002093,2026-05-21,10844.02
TRX-002094,2026-06-06,2188.29
TRX-002095,2026-06-13,13287.33
TRX-002096,2026-06-15,10326.69
TRX-002097,2026-06-07,6916.87
TRX-002098,2026-05-20,10615.59
TRX-002099,2026-06-09,9625.51
TRX-002100,2026-06-06,1726.08
TRX-002101,2026-06-19,1219.82
TRX-002102,2026-06-09,6951.89
TRX-002103,2026-06-02,8704.06
TRX-002104,2026-05-19,2556.35
TRX-002105,2026-06-15,1415.09
TRX-002106,2026-06-05,1061.77
TRX-002107,2026-05-29,10462.87
TRX-002108,2026-05-27,6454.43
TRX-002109,2026-06-07,10913.23
TRX-002110,2026-05-20,1222.13
TRX-002111,2026-06-09,10233.61
TRX-002112,2026-06-01,6282.43
TRX-002114,2026-05-23,12231.23
TRX-002115,2026-06-10,2786.51
TRX-002116,2026-06-08,7788.53
TRX-002117,2026-06-03,1844.19
TRX-002118,2026-06-02,4076.01
TRX-002119,2026-05-25,11837.75
TRX-002121,2026-06-11,4059.28
TRX-002123,2026-06-08,5467.01
TRX-002124,2026-05-20,12627.13
TRX-002125,2026-06-10,5237.47
TRX-002126,2026-06-13,14411.99
TRX-002127,2026-06-02,1512.93
TRX-002128,2026-06-17,4453.22
TRX-002129,2026-06-08,9949.51
TRX-002130,2026-05-29,6083.55
TRX-002131,2026-05-21,5933.26
TRX-002132,2026-06-14,1535.13
TRX-002133,2026-05-30,10640.63
TRX-002134,2026-06-16,5917.22
TRX-002135,2026-05-29,3044.49
TRX-002136,2026-06-02,1204.01
TRX-002137,2026-06-06,12662.77
TRX-002138,2026-06-12,11151.49
TRX-002139,2026-05-22,3911.73
TRX-002140,2026-06-11,5382.6
TRX-002141,2026-06-14,666.32
TRX-002142,2026-05-31,4795.76
TRX-002143,2026-05-29,14615.39
TRX-002144,2026-05-30,8687.36
TRX-002145,2026-05-19,13622.43
TRX-002146,2026-05-28,12751.39
TRX-002147,2026-06-10,7587.23
TRX-002148,2026-06-01,759.46
TRX-002149,2026-05-26,12615.81
TRX-002150,2026-06-17,7027.34
TRX-002151,2026-05-22,6750.83
TRX-002152,2026-05-21,12967.16
TRX-002153,2026-05-20,9242.77
TRX-002154,2026-05-29,8263.18
TRX-002155,2026-05-31,2052.88
TRX-002156,2026-05-26,4969.69
TRX-002157,2026-05-27,9742.84
TRX-002158,2026-05-27,14132.13
TRX-002159,2026-05-30,1051.45
TRX-002160,2026-05-22,10026.9
TRX-002161,2026-06-14,11385.04
TRX-002162,2026-06-08,1407.13
TRX-002163,2026-06-08,12980.02
TRX-002164,2026-06-06,13655.84
TRX-002165,2026-06-11,870.41
TRX-002166,2026-05-24,6352.66
TRX-002167,2026-05-21,5011.89
TRX-002168,2026-06-08,4055.28
TRX-002169,2026-05-22,7729.72
TRX-002170,2026-06-14,1964.61
TRX-002171,2026-05-18,11050.03
TRX-002172,2026-06-08,9226.9
TRX-002173,2026-05-31,3121.09
TRX-002174,2026-05-28,14379.76
TRX-002175,2026-05-23,3590.12
TRX-002176,2026-05-21,12750.03
TRX-002177,2026-05-25,9796.17
TRX-002178,2026-06-09,3495.94
TRX-002179,2026-05-27,4787.6
TRX-002180,2026-06-06,7004.55
TRX-002181,2026-06-02,8000.42
TRX-002182,2026-06-12,11829.72
TRX-002183,2026-05-28,621.86
TRX-002184,2026-05-29,14243.44
TRX-002185,2026-05-29,10053.08
TRX-002186,2026-06-17,11973.32
TRX-002187,2026-05-30,9387.87
TRX-002188,2026-05-31,13985.58
TRX-002189,2026-06-15,9986.62
TRX-002190,2026-06-10,12639.12
TRX-002191,2026-05-29,13373.99
TRX-002192,2026-05-26,3444.11
TRX-002193,2026-06-07,7290.15
TRX-002194,2026-05-25,14882.11
TRX-002195,2026-06-13,3358.63
TRX-002196,2026-06-04,1970.31
TRX-002197,2026-06-13,11899.91
TRX-002198,2026-06-16,11637.79
TRX-002199,2026-05-25,946.1
TRX-002200,2026-05-31,7694.61
TRX-002201,2026-05-19,12055.36
TRX-002202,2026-06-09,12874.19
TRX-002203,2026-06-05,5302.12
TRX-002204,2026-06-05,14411.72
TRX-002205,2026-06-13,6952.03
TRX-002206,2026-06-02,3167.6
TRX-002207,2026-05-23,9921.15
TRX-002208,2026-06-08,4249.77
TRX-002209,2026-06-02,14399.95
TRX-002210,2026-06-13,13049.44
TRX-002211,2026-05-26,3747.36
TRX-002212,2026-06-09,8276.99
TRX-002213,2026-05-21,7665.48
TRX-002214,2026-06-11,11669.79
TRX-002215,2026-05-20,5723.97
TRX-002216,2026-06-13,5361.62
TRX-002217,2026-06-13,12625.43
TRX-002218,2026-06-03,9123.32
TRX-002219,2026-05-23,2856.37
TRX-002220,2026-05-24,14100.93
TRX-002221,2026-06-05,5353.08
TRX-002222,2026-06-12,6352.28
TRX-002223,2026-06-19,3935.55
TRX-002224,2026-05-27,14510.63
TRX-002225,2026-06-09,6707.49
TRX-002226,2026-06-01,7664.09
TRX-002227,2026-06-14,5010.72
TRX-002228,2026-05-24,2677.81
TRX-002229,2026-05-26,7302.3
TRX-002230,2026-05-30,10367.72
TRX-002231,2026-06-02,11618.08
TRX-002232,2026-05-28,14136.82
TRX-002233,2026-05-28,12312.1
TRX-002234,2026-06-03,13512.38
TRX-002235,2026-06-08,3026.64
TRX-002236,2026-06-03,12426.94
TRX-002237,2026-05-20,4364.71
TRX-002238,2026-06-05,10037.34
TRX-002239,2026-05-30,11422.07
TRX-002241,2026-05-30,5806.43
TRX-002242,2026-05-30,2371.75
TRX-002243,2026-05-23,8354.22
TRX-002244,2026-05-21,6527.92
TRX-002245,2026-06-07,13007.36
TRX-002246,2026-06-12,2364.17
TRX-002247,2026-06-05,6965.53
TRX-002248,2026-05-26,6389.15
TRX-002249,2026-05-23,4082.44
TRX-002250,2026-05-23,864.18
TRX-002251,2026-06-05,9331.56
TRX-002252,2026-06-04,14762.54
TRX-002253,2026-05-21,10634.04
TRX-002254,2026-05-31,13372.83
TRX-002255,2026-05-25,640.37
TRX-002256,2026-05-28,2749.93
TRX-002257,2026-06-16,2844.86
TRX-002258,2026-05-31,4679.6
TRX-002259,2026-05-25,9912.96
TRX-002260,2026-05-23,5667.26
TRX-002261,2026-06-09,13141.23
TRX-002262,2026-05-29,2058.33
TRX-002263,2026-05-20,9043.29
TRX-002264,2026-05-29,11069.9
TRX-002265,2026-05-22,3981.33
TRX-002266,2026-05-25,13419.82
TRX-002267,2026-05-24,3020.76
TRX-002268,2026-05-29,5214.52
TRX-002269,2026-05-31,809.41
TRX-002270,2026-06-08,5574.1
TRX-002271,2026-05-21,14557.07
TRX-002272,2026-05-23,6870.13
TRX-002273,2026-05-25,11305.0
TRX-002274,2026-06-11,9846.05
TRX-002275,2026-06-14,5857.46
TRX-002276,2026-05-24,2626.87
TRX-002277,2026-06-17,12263.95
TRX-002278,2026-06-12,1718.81
TRX-002279,2026-05-31,8897.96
TRX-002280,2026-05-25,1786.03
TRX-002281,2026-05-21,9686.85
TRX-002282,2026-06-07,967.68
TRX-002283,2026-06-11,4850.56
TRX-002284,2026-05-19,7697.88
TRX-002285,2026-06-04,8984.25
TRX-002286,2026-06-10,3805.79
TRX-002287,2026-05-31,3100.12
TRX-002288,2026-06-07,12529.7
TRX-002289,2026-05-21,960.67
TRX-002290,2026-06-04,4948.9
TRX-002292,2026-06-12,5102.94
TRX-002293,2026-05-25,8538.18
TRX-002294,2026-05-30,1458.26
TRX-002296,2026-05-22,7370.21
TRX-002297,2026-05-25,12364.79
TRX-002298,2026-05-27,3713.74
TRX-002299,2026-05-24,5861.03
TRX-002300,2026-05-26,13441.05
TRX-002301,2026-06-06,11802.97
TRX-002302,2026-05-20,1609.13
TRX-002303,2026-06-13,10273.09
TRX-002304,2026-05-23,11498.5
TRX-002305,2026-06-09,1468.56
TRX-002306,2026-06-09,2034.92
TRX-002307,2026-05-28,14108.24
TRX-002308,2026-06-05,6855.34
TRX-002309,2026-05-24,9265.05
TRX-002310,2026-06-01,2130.7
TRX-002311,2026-06-10,2719.76
TRX-002312,2026-06-06,5926.67
TRX-002313,2026-06-06,14472.3
TRX-002314,2026-05-21,10763.95
TRX-002315,2026-06-11,9984.02
TRX-002317,2026-05-24,1250.8
TRX-002318,2026-05-18,3365.77
TRX-002319,2026-05-31,2755.14
TRX-002320,2026-06-17,8045.7
TRX-002321,2026-05-27,683.11
TRX-002322,2026-06-16,2828.85
TRX-002323,2026-05-29,12809.73
TRX-002324,2026-05-22,6038.94
TRX-002325,2026-06-13,3002.4
TRX-002326,2026-06-17,10716.46
TRX-002327,2026-05-25,10306.35
TRX-002328,2026-06-10,4553.71
TRX-002329,2026-05-30,8860.27
TRX-002330,2026-06-14,13384.78
TRX-002331,2026-06-12,13070.04
TRX-002332,2026-06-07,8361.01
TRX-002333,2026-05-24,9428.5
TRX-002334,2026-05-25,8999.03
TRX-002335,2026-05-26,4014.04
TRX-002336,2026-06-07,14960.24
TRX-002337,2026-06-13,8422.67
TRX-002338,2026-06-16,11048.8
TRX-002339,2026-05-27,9189.14
TRX-002340,2026-06-01,14177.99
TRX-002341,2026-05-24,14896.74
TRX-002342,2026-06-02,13987.93
TRX-002343,2026-06-15,6577.98
TRX-002344,2026-05-19,5109.31
TRX-002345,2026-05-28,7951.92
TRX-002346,2026-06-01,1784.41
TRX-002347,2026-06-04,3905.99
TRX-002348,2026-06-16,6083.48
TRX-002349,2026-06-11,5863.24
TRX-002350,2026-06-04,9007.05
TRX-002351,2026-06-13,6735.69
TRX-002352,2026-06-14,6924.79
TRX-002353,2026-06-06,1437.1
